Frank-Hertz Experiment		
		
Vr(V)= 1.5		
Cathode Heater Current (mA) = 260		
		 
Va(V)_1	Ia(E-12 A)_1	T(c)_1
24.50	103.49	170.38
24.55	107.75	170.38
24.60	112.64	170.38
24.65	116.87	170.38
24.70	120.11	170.38
24.75	124.52	170.38
24.80	129.04	170.38
24.85	132.99	170.37
24.90	135.92	170.37
24.95	139.14	170.37
25.00	142.70	170.37
25.05	145.24	170.37
25.10	146.83	170.37
25.15	148.42	170.37
25.20	149.21	170.37
25.25	149.12	170.36
25.30	148.68	170.36
25.35	147.36	170.36
25.40	145.45	170.36
25.45	143.13	170.36
25.50	140.89	170.36
25.55	137.34	170.36
25.60	134.06	170.36
25.65	129.61	170.35
25.70	125.21	170.35
25.75	120.88	170.36
25.80	117.31	170.36
25.85	113.13	170.36
25.90	107.57	170.36
25.95	102.73	170.35
26.00	98.89	170.35
26.05	93.41	170.35
26.10	87.59	170.35
26.15	82.16	170.36
26.20	77.61	170.36
26.25	72.89	170.35
26.30	66.97	170.35
26.35	62.48	170.36
26.40	59.12	170.36
26.45	54.86	170.36
26.50	50.56	170.36
26.55	46.65	170.35
26.60	43.56	170.35
26.65	41.18	170.35
26.70	38.04	170.35
26.75	35.18	170.35
26.80	31.94	170.35
26.85	29.77	170.35
26.90	28.29	170.35
26.95	26.55	170.36
27.00	24.62	170.36
27.05	23.41	170.36
27.10	22.48	170.36
27.15	21.58	170.36
27.20	20.69	170.36
27.25	20.11	170.36
27.30	19.84	170.36
27.35	19.45	170.36
27.40	19.44	170.36
27.45	19.46	170.36
27.50	19.59	170.37
27.55	19.79	170.37
27.60	20.23	170.37
27.65	20.97	170.37
27.70	21.67	170.36
27.75	22.41	170.36
27.80	23.36	170.37
27.85	24.68	170.37
27.90	25.76	170.36
27.95	27.41	170.36
28.00	28.45	170.36
28.05	30.19	170.36
28.10	31.89	170.36
28.15	33.98	170.36
28.20	35.32	170.36
28.25	37.35	170.36
28.30	39.84	170.36
28.35	42.20	170.36
28.40	44.04	170.36
28.45	46.77	170.36
28.50	49.75	170.36
28.55	52.65	170.36
28.60	55.92	170.36
28.65	57.99	170.36
28.70	61.54	170.36
28.75	65.07	170.36
28.80	68.71	170.36
28.85	71.58	170.36
28.90	75.03	170.37
28.95	79.60	170.37
29.00	83.44	170.36
29.05	86.34	170.36
29.10	90.28	170.36
29.15	94.64	170.36
29.20	99.95	170.37
29.25	104.49	170.37
29.30	107.93	170.37
29.35	112.83	170.37
29.40	118.05	170.37
29.45	123.12	170.37
29.50	127.10	170.37
29.55	131.73	170.37
29.60	136.94	170.37
29.65	142.09	170.37
29.70	147.21	170.37
29.75	150.52	170.37
29.80	154.65	170.37
29.85	159.01	170.37
29.90	162.50	170.37
29.95	165.19	170.37
30.00	167.95	170.37
