# Bragg angle (deg)	Intensity (cps)
32.70	10027.5
32.80	10022.0
32.90	10049.2
33.00	10024.9
33.10	10030.6
33.20	10029.5
33.30	10048.8
33.40	10048.1
33.50	10047.7
33.60	10057.9
33.70	10048.1
33.80	10058.1
33.90	10074.2
34.00	10048.9
34.10	10058.6
34.20	10067.2
34.30	10068.4
34.40	10105.3
34.50	10087.3
34.60	10070.4
34.70	10079.4
34.80	10073.0
34.90	10072.7
35.00	10082.8
35.10	10122.6
35.20	10098.4
35.30	10124.9
35.40	10147.0
35.50	10122.0
35.60	10117.6
35.70	10146.9
35.80	10097.5
35.90	10175.5
36.00	10146.8
36.10	10130.5
36.20	10125.0
36.30	10128.1
36.40	10130.8
36.50	10143.0
36.60	10155.3
36.70	10139.2
36.80	10160.4
36.90	10141.7
37.00	10151.3
37.10	10143.8
37.20	10152.9
37.30	10169.6
37.40	10120.4
37.50	10172.9
37.60	10176.3
37.70	10167.4
37.80	10185.1
37.90	10159.1
38.00	10154.0
38.10	10183.8
38.20	10205.1
38.30	10178.1
38.40	10182.8
38.50	10195.7
38.60	10178.9
38.70	10177.4
38.80	10179.6
38.90	10187.9
39.00	10180.0
39.10	10214.5
39.20	10210.0
39.30	10220.6
39.40	10210.0
39.50	10218.7
39.60	10204.3
39.70	10236.5
39.80	10195.7
39.90	10198.0
40.00	10197.7
40.10	10259.9
40.20	10192.8
40.30	10216.0
40.40	10213.6
40.50	10203.6
40.60	10248.9
40.70	10217.5
40.80	10200.2
40.90	10193.4
41.00	10196.3
41.10	10230.1
41.20	10233.1
41.30	10216.7
41.40	10217.7
41.50	10206.7
41.60	10203.8
41.70	10226.4
41.80	10215.2
41.90	10265.0
42.00	10217.7
42.10	10247.0
42.20	10222.9
42.30	10228.7
42.40	10237.9
42.50	10216.2
42.60	10249.4
42.70	10239.3
42.80	10247.2
42.90	10224.6
43.00	10233.2
43.10	10261.4
43.20	10215.3
43.30	10229.7
43.40	10240.3
43.50	10243.8
43.60	10437.8
43.70	10732.3
43.80	10472.7
43.90	10286.4
44.00	10265.2
44.10	10244.3
44.20	10267.0
44.30	10240.7
44.40	10237.0
44.50	10257.7
44.60	10220.0
44.70	10260.5
44.80	10242.4
44.90	10244.2
45.00	10236.8
45.10	10235.3
45.20	10268.7
45.30	10253.5
45.40	10246.3
45.50	10239.5
45.60	10231.7
45.70	10247.1
45.80	10260.1
45.90	10274.7
46.00	10235.0
46.10	10240.1
46.20	10244.8
46.30	10273.5
46.40	10257.1
46.50	10251.0
46.60	10248.2
46.70	10212.0
46.80	10256.9
46.90	10229.4
47.00	10244.2
47.10	10254.9
47.20	10261.7
47.30	10240.9
47.40	10239.5
47.50	10223.8
47.60	10256.5
47.70	10248.7
47.80	10241.3
47.90	10232.5
48.00	10241.1
48.10	10230.4
48.20	10236.1
48.30	10236.4
48.40	10233.6
48.50	10245.1
48.60	10253.4
48.70	10265.7
48.80	10250.0
48.90	10238.0
49.00	10217.9
49.10	10236.4
49.20	10244.0
49.30	10218.9
49.40	10243.2
49.50	10258.4
49.60	10213.0
49.70	10289.5
49.80	10466.9
49.90	11590.9
50.00	12031.8
50.10	10757.2
50.20	10263.5
50.30	10238.1
50.40	10243.8
50.50	10266.3
50.60	10260.4
50.70	10241.5
50.80	10241.5
50.90	10215.7
51.00	10237.5
51.10	10242.2
51.20	10251.0
51.30	10210.9
51.40	10218.1
51.50	10241.5
51.60	10232.0
51.70	10248.7
51.80	10244.9
51.90	10234.1
52.00	10228.2
52.10	10215.0
52.20	10232.6
52.30	10219.6
52.40	10211.4
52.50	10247.3
52.60	10238.3
52.70	10229.6
52.80	10242.8
52.90	10276.1
53.00	10219.7
53.10	10220.5
53.20	10252.4
53.30	10239.8
53.40	10213.9
53.50	10210.6
53.60	10202.5
53.70	10261.6
53.80	10207.4
53.90	10231.2
54.00	10208.1
54.10	10217.1
54.20	10215.8
54.30	10224.2
54.40	10221.2
54.50	10238.3
54.60	10214.7
54.70	10228.6
54.80	10211.4
54.90	10232.9
55.00	10220.8
55.10	10225.7
55.20	10213.7
55.30	10239.7
55.40	10217.7
55.50	10195.0
55.60	10205.6
55.70	10224.8
55.80	10220.2
55.90	10185.2
56.00	10238.3
56.10	10206.8
56.20	10233.2
56.30	10199.7
56.40	10206.3
56.50	10201.4
56.60	10212.2
56.70	10190.1
56.80	10211.7
56.90	10220.0
57.00	10230.6
57.10	10197.2
57.20	10185.7
57.30	10191.6
57.40	10202.9
57.50	10206.3
57.60	10176.3
57.70	10208.7
57.80	10188.7
57.90	10209.0
58.00	10192.7
58.10	10189.2
58.20	10217.3
58.30	10182.9
58.40	10204.4
58.50	10172.9
58.60	10200.5
58.70	10182.8
58.80	10186.9
58.90	10196.4
59.00	10211.8
59.10	10185.8
59.20	10180.0
59.30	10176.4
59.40	10194.4
59.50	10205.2
59.60	10195.6
59.70	10182.8
59.80	10200.8
59.90	10170.7
60.00	10163.4
60.10	10182.1
60.20	10183.8
60.30	10176.9
60.40	10200.7
60.50	10176.3
60.60	10182.8
60.70	10149.0
60.80	10154.5
60.90	10167.5
61.00	10181.8
61.10	10146.7
61.20	10179.9
61.30	10171.7
61.40	10169.5
61.50	10186.0
61.60	10159.3
61.70	10173.2
61.80	10155.4
61.90	10168.4
62.00	10168.7
62.10	10160.4
62.20	10159.8
62.30	10153.0
62.40	10164.9
62.50	10182.7
62.60	10156.9
62.70	10160.6
62.80	10152.1
62.90	10172.0
63.00	10175.2
63.10	10176.3
63.20	10147.5
63.30	10155.5
63.40	10170.6
63.50	10149.9
63.60	10136.1
63.70	10140.2
63.80	10145.7
63.90	10163.0
64.00	10136.8
64.10	10137.6
64.20	10182.2
64.30	10156.0
64.40	10127.9
64.50	10145.6
64.60	10163.8
64.70	10128.7
64.80	10152.7
64.90	10141.4
65.00	10135.0
65.10	10180.1
65.20	10176.7
65.30	10170.9
65.40	10129.0
65.50	10143.0
65.60	10133.1
65.70	10163.8
65.80	10139.7
65.90	10139.9
66.00	10154.1
66.10	10129.2
66.20	10137.6
66.30	10155.4
66.40	10117.6
66.50	10127.1
66.60	10114.7
66.70	10099.9
66.80	10129.0
66.90	10082.7
67.00	10119.3
67.10	10124.7
67.20	10135.7
67.30	10148.3
67.40	10120.3
67.50	10120.7
67.60	10132.7
67.70	10141.3
67.80	10125.3
67.90	10113.6
68.00	10114.6
68.10	10103.6
68.20	10117.3
68.30	10124.5
68.40	10099.0
68.50	10113.6
68.60	10101.8
68.70	10125.0
68.80	10122.4
68.90	10106.1
69.00	10116.5
69.10	10093.5
69.20	10112.3
69.30	10105.1
69.40	10100.7
69.50	10139.4
69.60	10104.0
69.70	10105.0
69.80	10089.3
69.90	10111.6
70.00	10105.8
70.10	10110.5
70.20	10110.4
70.30	10108.4
70.40	10096.4
70.50	10108.3
70.60	10105.0
70.70	10099.3
70.80	10114.3
70.90	10121.2
71.00	10130.1
71.10	10099.0
71.20	10093.9
71.30	10114.4
71.40	10091.4
71.50	10103.1
71.60	10129.4
71.70	10077.3
71.80	10079.2
71.90	10092.8
72.00	10099.4
72.10	10076.1
72.20	10085.2
72.30	10088.5
72.40	10043.7
72.50	10107.6
72.60	10119.8
72.70	10089.5
72.80	10096.5
72.90	10103.5
73.00	10084.4
73.10	10104.2
73.20	10091.8
73.30	10078.8
73.40	10126.7
73.50	10069.4
73.60	10087.3
73.70	10067.9
73.80	10075.5
73.90	10083.3
74.00	10108.4
74.10	10077.4
74.20	10063.1
74.30	10091.5
74.40	10096.1
74.50	10067.1
74.60	10067.7
74.70	10067.8
74.80	10099.4
74.90	10092.1
75.00	10061.3
